  1.18490E+01  1.82000E+00  8.42000E+00
  1.08720E+01  1.60300E+00  8.42000E+00
  1.02990E+01  1.51400E+00  8.42000E+00
  9.86500E+00  1.45400E+00  8.42000E+00
  9.50700E+00  1.40500E+00  8.42000E+00
  9.10300E+00  1.36300E+00  8.42000E+00
  8.75400E+00  1.31000E+00  8.42000E+00
  8.36000E+00  1.24500E+00  8.42000E+00
  7.91100E+00  1.16100E+00  8.42000E+00
  7.43300E+00  1.06100E+00  8.42000E+00
  6.49500E+00  8.70000E-01  8.42000E+00
  5.72300E+00  7.25000E-01  8.42000E+00
  5.41200E+00  6.75000E-01  8.42000E+00
  5.07000E+00  6.21000E-01  8.42000E+00
  4.25600E+00  4.84000E-01  8.42000E+00
  3.76400E+00  3.78000E-01  8.42000E+00
  3.32200E+00  2.63000E-01  8.42000E+00
  2.94500E+00  1.46000E-01  8.42000E+00
  2.75500E+00  8.70000E-02  8.42000E+00
  2.65700E+00  5.90000E-02  8.42000E+00
  2.63600E+00  5.40000E-02  8.42000E+00
  2.42400E+00  5.00000E-03  8.42000E+00
  2.30000E+00 -1.70000E-02  8.42000E+00
  2.27500E+00 -2.10000E-02  8.42000E+00
  2.13500E+00 -3.70000E-02  8.42000E+00
  2.00400E+00 -5.00000E-02  8.42000E+00
  1.86800E+00 -5.90000E-02  8.42000E+00
  1.79200E+00 -6.50000E-02  8.42000E+00
  1.62800E+00 -7.40000E-02  8.42000E+00
  1.52200E+00 -8.00000E-02  8.42000E+00
  1.30400E+00 -8.90000E-02  8.42000E+00
  1.23000E+00 -9.20000E-02  8.42000E+00
  9.87000E-01 -9.90000E-02  8.42000E+00
  8.06000E-01 -1.02000E-01  8.42000E+00
  7.74000E-01 -1.03000E-01  8.42000E+00
  5.79000E-01 -1.05000E-01  8.42000E+00
  3.97000E-01 -1.05000E-01  8.42000E+00
  2.26000E-01 -1.05000E-01  8.42000E+00
  6.60000E-02 -1.02000E-01  8.42000E+00
 -8.80000E-02 -9.80000E-02  8.42000E+00
