 -2.37000E-01 -9.40000E-02  8.42000E+00
 -2.65000E-01 -9.20000E-02  8.42000E+00
 -3.88000E-01 -8.80000E-02  8.42000E+00
 -4.55000E-01 -8.50000E-02  8.42000E+00
 -5.17000E-01 -8.30000E-02  8.42000E+00
 -5.47000E-01 -8.30000E-02  8.42000E+00
 -5.66000E-01 -8.60000E-02  8.42000E+00
 -5.59000E-01 -9.10000E-02  8.42000E+00
 -5.20000E-01 -1.00000E-01  8.42000E+00
 -4.93000E-01 -1.09000E-01  8.42000E+00
 -4.75000E-01 -1.18000E-01  8.42000E+00
 -4.66000E-01 -1.17000E-01  8.42000E+00
 -4.57000E-01 -1.10000E-01  8.42000E+00
 -5.31000E-01 -1.01000E-01  8.42000E+00
 -6.69000E-01 -9.10000E-02  8.42000E+00
 -7.89000E-01 -8.20000E-02  8.42000E+00
 -9.09000E-01 -7.10000E-02  8.42000E+00
 -1.02600E+00 -5.90000E-02  8.42000E+00
 -1.11400E+00 -4.80000E-02  8.42000E+00
 -1.20500E+00 -3.50000E-02  8.42000E+00
 -1.23600E+00 -3.00000E-02  8.42000E+00
 -1.31600E+00 -1.60000E-02  8.42000E+00
 -1.39500E+00  2.00000E-03  8.42000E+00
 -1.46500E+00  3.00000E-02  8.42000E+00
 -1.52300E+00  7.40000E-02  8.42000E+00
 -1.55200E+00  1.48000E-01  8.42000E+00
 -1.54500E+00  2.04000E-01  8.42000E+00
 -1.52500E+00  2.72000E-01  8.42000E+00
 -1.48800E+00  3.54000E-01  8.42000E+00
 -1.43300E+00  4.45000E-01  8.42000E+00
 -1.36000E+00  5.39000E-01  8.42000E+00
 -1.27200E+00  6.27000E-01  8.42000E+00
 -1.17200E+00  6.97000E-01  8.42000E+00
 -9.74000E-01  7.83000E-01  8.42000E+00
 -9.23000E-01  8.12000E-01  8.42000E+00
 -1.03700E+00  8.53000E-01  8.42000E+00
 -1.17700E+00  8.78000E-01  8.42000E+00
 -1.34500E+00  9.03000E-01  8.42000E+00
 -1.52600E+00  9.26000E-01  8.42000E+00
 -1.69600E+00  9.48000E-01  8.42000E+00
 -1.85000E+00  9.68000E-01  8.42000E+00
 -1.91700E+00  9.76000E-01  8.42000E+00
 -1.80200E+00  9.58000E-01  8.42000E+00
 -1.59800E+00  9.24000E-01  8.42000E+00
 -1.36300E+00  8.74000E-01  8.42000E+00
 -1.35000E+00  8.60000E-01  8.42000E+00
 -1.63200E+00  7.70000E-01  8.42000E+00
 -1.75600E+00  7.13000E-01  8.42000E+00
 -1.85600E+00  6.48000E-01  8.42000E+00
 -1.90300E+00  6.12000E-01  8.42000E+00
 -1.94000E+00  5.76000E-01  8.42000E+00
 -1.97500E+00  5.42000E-01  8.42000E+00
 -2.01000E+00  5.06000E-01  8.42000E+00
 -2.04200E+00  4.74000E-01  8.42000E+00
 -2.07700E+00  4.43000E-01  8.42000E+00
 -2.11000E+00  4.14000E-01  8.42000E+00
 -2.14900E+00  3.84000E-01  8.42000E+00
 -2.20100E+00  3.51000E-01  8.42000E+00
 -2.24200E+00  3.37000E-01  8.42000E+00
 -2.30200E+00  3.86000E-01  8.42000E+00
 -2.32000E+00  4.38000E-01  8.42000E+00
 -2.30800E+00  4.92000E-01  8.42000E+00
 -2.28200E+00  5.60000E-01  8.42000E+00
 -2.24600E+00  6.22000E-01  8.42000E+00
 -2.21100E+00  6.69000E-01  8.42000E+00
 -2.17100E+00  7.17000E-01  8.42000E+00
 -2.12400E+00  7.66000E-01  8.42000E+00
 -2.07000E+00  8.11000E-01  8.42000E+00
 -2.00600E+00  8.52000E-01  8.42000E+00
 -1.95000E+00  8.87000E-01  8.42000E+00
 -1.95000E+00  9.16000E-01  8.42000E+00
 -1.95100E+00  9.18000E-01  8.42000E+00
 -2.12000E+00  9.58000E-01  8.42000E+00
 -2.20700E+00  9.71000E-01  8.42000E+00
 -2.28100E+00  9.82000E-01  8.42000E+00
 -2.46300E+00  1.01300E+00  8.42000E+00
 -2.56000E+00  1.02800E+00  8.42000E+00
 -2.67900E+00  1.04700E+00  8.42000E+00
 -2.81500E+00  1.07000E+00  8.42000E+00
 -2.94800E+00  1.09800E+00  8.42000E+00
 -3.10700E+00  1.12600E+00  8.42000E+00
 -3.25600E+00  1.15100E+00  8.42000E+00
 -3.42000E+00  1.18500E+00  8.42000E+00
 -3.57700E+00  1.22400E+00  8.42000E+00
 -3.73400E+00  1.26300E+00  8.42000E+00
 -3.86600E+00  1.30600E+00  8.42000E+00
 -3.97700E+00  1.33700E+00  8.42000E+00
 -4.09800E+00  1.37700E+00  8.42000E+00
 -4.19800E+00  1.42700E+00  8.42000E+00
 -4.28600E+00  1.46200E+00  8.42000E+00
 -4.38600E+00  1.49700E+00  8.42000E+00
 -4.46900E+00  1.54600E+00  8.42000E+00
 -4.41600E+00  1.50700E+00  8.42000E+00
 -4.40700E+00  1.50500E+00  8.42000E+00
 -4.45400E+00  1.52600E+00  8.42000E+00
 -4.51200E+00  1.57500E+00  8.42000E+00
 -4.53400E+00  1.59600E+00  8.42000E+00
 -4.51200E+00  1.61100E+00  8.42000E+00
 -4.65400E+00  1.77900E+00  8.42000E+00
 -4.51500E+00  2.00100E+00  8.42000E+00
 -4.29500E+00  2.22700E+00  8.42000E+00
 -4.08900E+00  2.41600E+00  8.42000E+00
 -3.73600E+00  2.65500E+00  8.42000E+00
 -4.58200E+00  1.77800E+00  8.42000E+00
 -3.21800E+00  2.94000E+00  8.42000E+00
 -4.46200E+00  1.82600E+00  8.42000E+00
 -4.25700E+00  1.92600E+00  8.42000E+00
 -4.07800E+00  2.04000E+00  8.42000E+00
 -3.93300E+00  2.12200E+00  8.42000E+00
 -3.77900E+00  2.19600E+00  8.42000E+00
 -3.57000E+00  2.29000E+00  8.42000E+00
 -3.43400E+00  2.34500E+00  8.42000E+00
 -3.59700E+00  2.21100E+00  8.42000E+00
 -3.87100E+00  2.03200E+00  8.42000E+00
 -3.95200E+00  1.97600E+00  8.42000E+00
 -3.95200E+00  1.96700E+00  8.42000E+00
 -3.95000E+00  1.95800E+00  8.42000E+00
 -3.94500E+00  1.95100E+00  8.42000E+00
 -3.93300E+00  1.94700E+00  8.42000E+00
 -3.90800E+00  1.94900E+00  8.42000E+00
 -4.25700E+00  1.73500E+00  8.42000E+00
 -4.49700E+00  1.68600E+00  8.42000E+00
 -5.06500E+00  1.41800E+00  8.42000E+00
 -5.46700E+00  1.11700E+00  8.42000E+00
 -5.66700E+00  8.96000E-01  8.42000E+00
